country,Region,county,species,Mean,Rank,% of gardens,
Channel Islands,CHANNEL ISLANDS,CHANNEL ISLANDS,House_Sparrow,6.31,1,75.83,
Channel Islands,CHANNEL ISLANDS,CHANNEL ISLANDS,Starling,4.20,2,56.33,
Channel Islands,CHANNEL ISLANDS,CHANNEL ISLANDS,Chaffinch,3.01,3,72.34,
Channel Islands,CHANNEL ISLANDS,CHANNEL ISLANDS,Blackbird,2.18,4,91.57,
Channel Islands,CHANNEL ISLANDS,CHANNEL ISLANDS,Collared_Dove,1.50,5,59.34,
Channel Islands,CHANNEL ISLANDS,CHANNEL ISLANDS,Great_Tit,1.38,6,58.61,
Channel Islands,CHANNEL ISLANDS,CHANNEL ISLANDS,Magpie,1.34,7,56.63,
Channel Islands,CHANNEL ISLANDS,CHANNEL ISLANDS,Blue_Tit,1.34,8,61.45,
Channel Islands,CHANNEL ISLANDS,CHANNEL ISLANDS,Robin,1.30,9,88.25,
Channel Islands,CHANNEL ISLANDS,CHANNEL ISLANDS,Greenfinch,1.26,10,34.04,
Channel Islands,CHANNEL ISLANDS,CHANNEL ISLANDS,Woodpigeon,1.21,11,48.19,
Channel Islands,CHANNEL ISLANDS,CHANNEL ISLANDS,Dunnock,1.08,12,56.33,
Channel Islands,CHANNEL ISLANDS,CHANNEL ISLANDS,Goldfinch,0.97,13,18.43,
Channel Islands,CHANNEL ISLANDS,CHANNEL ISLANDS,Long_tailed_tit,0.85,14,15.66,
Channel Islands,CHANNEL ISLANDS,CHANNEL ISLANDS,Carrion_crow,0.69,15,30.77,
Channel Islands,CHANNEL ISLANDS,CHANNEL ISLANDS,Song_Thrush,0.48,16,43.78,
Channel Islands,CHANNEL ISLANDS,CHANNEL ISLANDS,Common_gull,0.33,17,7.69,
Channel Islands,CHANNEL ISLANDS,CHANNEL ISLANDS,Wren,0.33,18,29.06,
Channel Islands,CHANNEL ISLANDS,CHANNEL ISLANDS,Herring_gull,0.30,19,12.07,
Channel Islands,CHANNEL ISLANDS,CHANNEL ISLANDS,Blackcap,0.26,20,20.09,
Channel Islands,CHANNEL ISLANDS,CHANNEL ISLANDS,Feral_pigeon,0.26,21,9.87,
Channel Islands,CHANNEL ISLANDS,CHANNEL ISLANDS,Mallard,0.18,22,4.27,
Channel Islands,CHANNEL ISLANDS,CHANNEL ISLANDS,Pheasant,0.16,23,8.97,
Channel Islands,CHANNEL ISLANDS,CHANNEL ISLANDS,Coal_Tit,0.16,24,9.34,
Channel Islands,CHANNEL ISLANDS,CHANNEL ISLANDS,Redwing,0.12,25,1.72,
Channel Islands,CHANNEL ISLANDS,CHANNEL ISLANDS,Goldcrest,0.09,26,6.41,
Channel Islands,CHANNEL ISLANDS,CHANNEL ISLANDS,Tree_sparrow,0.06,27,0.85,
Channel Islands,CHANNEL ISLANDS,CHANNEL ISLANDS,Pied_wagtail,0.06,28,2.58,
Channel Islands,CHANNEL ISLANDS,CHANNEL ISLANDS,Jay,0.03,29,2.56,
Channel Islands,CHANNEL ISLANDS,CHANNEL ISLANDS,Kestrel,0.03,29,2.99,
Channel Islands,CHANNEL ISLANDS,CHANNEL ISLANDS,Sparrowhawk,0.03,29,2.99,
Channel Islands,CHANNEL ISLANDS,CHANNEL ISLANDS,Moorhen,0.03,32,0.86,
Channel Islands,CHANNEL ISLANDS,CHANNEL ISLANDS,Bullfinch,0.03,33,1.71,
Channel Islands,CHANNEL ISLANDS,CHANNEL ISLANDS,Great_spotted_woodpecker,0.02,34,2.14,
Channel Islands,CHANNEL ISLANDS,CHANNEL ISLANDS,Black_headed_gull,0.02,34,1.28,
Channel Islands,CHANNEL ISLANDS,CHANNEL ISLANDS,Chiffchaff,0.02,36,1.71,
Channel Islands,CHANNEL ISLANDS,CHANNEL ISLANDS,Grey_heron,0.02,36,1.71,
Channel Islands,CHANNEL ISLANDS,CHANNEL ISLANDS,Siskin,0.01,38,0.43,
Channel Islands,CHANNEL ISLANDS,CHANNEL ISLANDS,Grey_wagtail,0.01,38,1.28,
Channel Islands,CHANNEL ISLANDS,CHANNEL ISLANDS,Brambling,0.01,38,0.85,
Channel Islands,CHANNEL ISLANDS,CHANNEL ISLANDS,Stock_dove,0.01,41,0.86,
Channel Islands,CHANNEL ISLANDS,CHANNEL ISLANDS,Mistle_thrush,0.01,42,0.85,
Channel Islands,CHANNEL ISLANDS,CHANNEL ISLANDS,Rook,0.00,43,0.43,
Channel Islands,CHANNEL ISLANDS,CHANNEL ISLANDS,Jackdaw,0.00,43,0.43,
Channel Islands,CHANNEL ISLANDS,CHANNEL ISLANDS,Green_woodpecker,0.00,43,0.43,
Channel Islands,CHANNEL ISLANDS,CHANNEL ISLANDS,Corn_bunting,0.00,43,0.43,
Channel Islands,CHANNEL ISLANDS,CHANNEL ISLANDS,Lesser_spotted_woodpecker,0.00,43,0.43,
Channel Islands,CHANNEL ISLANDS,CHANNEL ISLANDS,Skylark,0.00,43,0.43,
Channel Islands,CHANNEL ISLANDS,CHANNEL ISLANDS,Raven,0.00,43,0.43,
Channel Islands,CHANNEL ISLANDS,CHANNEL ISLANDS,Ring_necked_parakeet,0.00,50,0.00,
Channel Islands,CHANNEL ISLANDS,CHANNEL ISLANDS,Lesser_black_backed_gull,0.00,50,0.00,
Channel Islands,CHANNEL ISLANDS,CHANNEL ISLANDS,Tawny_owl,0.00,50,0.00,
Channel Islands,CHANNEL ISLANDS,CHANNEL ISLANDS,Grey_partridge,0.00,50,0.00,
Channel Islands,CHANNEL ISLANDS,CHANNEL ISLANDS,Waxwing,0.00,50,0.00,
Channel Islands,CHANNEL ISLANDS,CHANNEL ISLANDS,Hooded_crow,0.00,50,0.00,
Channel Islands,CHANNEL ISLANDS,CHANNEL ISLANDS,Buzzard,0.00,50,0.00,
Channel Islands,CHANNEL ISLANDS,CHANNEL ISLANDS,Redpoll,0.00,50,0.00,
Channel Islands,CHANNEL ISLANDS,CHANNEL ISLANDS,Linnet,0.00,50,0.00,
Channel Islands,CHANNEL ISLANDS,CHANNEL ISLANDS,Treecreeper,0.00,50,0.00,
Channel Islands,CHANNEL ISLANDS,CHANNEL ISLANDS,Meadow_pipit,0.00,50,0.00,
Channel Islands,CHANNEL ISLANDS,CHANNEL ISLANDS,Great_black_backed_gull,0.00,50,0.00,
Channel Islands,CHANNEL ISLANDS,CHANNEL ISLANDS,Willow_tit,0.00,50,0.00,
Channel Islands,CHANNEL ISLANDS,CHANNEL ISLANDS,Reed_bunting,0.00,50,0.00,
Channel Islands,CHANNEL ISLANDS,CHANNEL ISLANDS,Lapwing,0.00,50,0.00,
Channel Islands,CHANNEL ISLANDS,CHANNEL ISLANDS,Yellowhammer,0.00,50,0.00,
Channel Islands,CHANNEL ISLANDS,CHANNEL ISLANDS,Marsh_tit,0.00,50,0.00,
Channel Islands,CHANNEL ISLANDS,CHANNEL ISLANDS,Red_kite,0.00,50,0.00,
Channel Islands,CHANNEL ISLANDS,CHANNEL ISLANDS,Little_owl,0.00,50,0.00,
Channel Islands,CHANNEL ISLANDS,CHANNEL ISLANDS,Fieldfare,0.00,50,0.00,
Channel Islands,CHANNEL ISLANDS,CHANNEL ISLANDS,Nuthatch,0.00,50,0.00,
Channel Islands,CHANNEL ISLANDS,CHANNEL ISLANDS,Barn_owl,0.00,50,0.00,
Channel Islands,CHANNEL ISLANDS,CHANNEL ISLANDS,Black_redstart,0.00,50,0.00,
Channel Islands,CHANNEL ISLANDS,CHANNEL ISLANDS,Red_legged_partridge,0.00,50,0.00,
England,EERO,BEDFORDSHIRE,Starling,4.19,1,63.44,
England,EERO,BEDFORDSHIRE,House_Sparrow,3.63,2,65.88,
England,EERO,BEDFORDSHIRE,Blackbird,2.84,3,96.28,
England,EERO,BEDFORDSHIRE,Blue_Tit,1.97,4,76.43,
England,EERO,BEDFORDSHIRE,Woodpigeon,1.96,5,70.29,
England,EERO,BEDFORDSHIRE,Chaffinch,1.77,6,57.33,
England,EERO,BEDFORDSHIRE,Collared_Dove,1.64,7,65.71,
England,EERO,BEDFORDSHIRE,Goldfinch,1.31,8,29.46,
England,EERO,BEDFORDSHIRE,Robin,1.28,9,82.86,
England,EERO,BEDFORDSHIRE,Great_Tit,1.11,10,49.94,
England,EERO,BEDFORDSHIRE,Dunnock,1.04,11,53.31,
England,EERO,BEDFORDSHIRE,Greenfinch,1.03,12,33.19,
England,EERO,BEDFORDSHIRE,Long_tailed_tit,0.99,13,24.40,
England,EERO,BEDFORDSHIRE,Magpie,0.66,14,37.17,
England,EERO,BEDFORDSHIRE,Feral_pigeon,0.46,15,14.01,
England,EERO,BEDFORDSHIRE,Coal_Tit,0.39,16,23.55,
England,EERO,BEDFORDSHIRE,Jackdaw,0.37,17,11.65,
England,EERO,BEDFORDSHIRE,Carrion_crow,0.36,18,17.46,
England,EERO,BEDFORDSHIRE,Wren,0.26,19,24.16,
England,EERO,BEDFORDSHIRE,Song_Thrush,0.22,20,18.18,
England,EERO,BEDFORDSHIRE,Pheasant,0.13,21,6.07,
England,EERO,BEDFORDSHIRE,Great_spotted_woodpecker,0.11,22,9.68,
England,EERO,BEDFORDSHIRE,Pied_wagtail,0.09,23,7.19,
England,EERO,BEDFORDSHIRE,Rook,0.09,24,1.91,
England,EERO,BEDFORDSHIRE,Common_gull,0.07,25,1.79,
England,EERO,BEDFORDSHIRE,Fieldfare,0.06,26,1.87,
England,EERO,BEDFORDSHIRE,Siskin,0.05,27,2.08,
England,EERO,BEDFORDSHIRE,Jay,0.05,28,3.74,
England,EERO,BEDFORDSHIRE,Green_woodpecker,0.05,29,4.45,
England,EERO,BEDFORDSHIRE,Bullfinch,0.05,30,2.50,
England,EERO,BEDFORDSHIRE,Mallard,0.04,31,0.79,
England,EERO,BEDFORDSHIRE,Tree_sparrow,0.04,32,1.41,
England,EERO,BEDFORDSHIRE,Blackcap,0.04,33,3.33,
England,EERO,BEDFORDSHIRE,Moorhen,0.03,34,1.87,
England,EERO,BEDFORDSHIRE,Goldcrest,0.03,35,2.75,
England,EERO,BEDFORDSHIRE,Redwing,0.03,36,1.29,
England,EERO,BEDFORDSHIRE,Sparrowhawk,0.03,37,2.83,
England,EERO,BEDFORDSHIRE,Nuthatch,0.03,38,1.91,
England,EERO,BEDFORDSHIRE,Black_headed_gull,0.02,39,0.67,
England,EERO,BEDFORDSHIRE,Reed_bunting,0.02,40,1.08,
England,EERO,BEDFORDSHIRE,Barn_owl,0.02,41,2.20,
England,EERO,BEDFORDSHIRE,Mistle_thrush,0.02,42,1.41,
England,EERO,BEDFORDSHIRE,Yellowhammer,0.01,43,0.54,
England,EERO,BEDFORDSHIRE,Grey_wagtail,0.01,44,1.04,
England,EERO,BEDFORDSHIRE,Marsh_tit,0.01,45,0.91,
England,EERO,BEDFORDSHIRE,Stock_dove,0.01,45,0.71,
England,EERO,BEDFORDSHIRE,Lesser_spotted_woodpecker,0.01,47,1.08,
England,EERO,BEDFORDSHIRE,Grey_heron,0.01,48,1.12,
England,EERO,BEDFORDSHIRE,Brambling,0.01,49,0.83,
England,EERO,BEDFORDSHIRE,Kestrel,0.01,50,0.58,
England,EERO,BEDFORDSHIRE,Herring_gull,0.00,51,0.29,
England,EERO,BEDFORDSHIRE,Redpoll,0.00,52,0.21,
England,EERO,BEDFORDSHIRE,Treecreeper,0.00,52,0.37,
England,EERO,BEDFORDSHIRE,Buzzard,0.00,54,0.29,
England,EERO,BEDFORDSHIRE,Willow_tit,0.00,55,0.21,
England,EERO,BEDFORDSHIRE,Red_legged_partridge,0.00,56,0.08,
England,EERO,BEDFORDSHIRE,Red_kite,0.00,57,0.21,
England,EERO,BEDFORDSHIRE,Linnet,0.00,58,0.12,
England,EERO,BEDFORDSHIRE,Tawny_owl,0.00,59,0.12,
England,EERO,BEDFORDSHIRE,Ring_necked_parakeet,0.00,60,0.08,
England,EERO,BEDFORDSHIRE,Chiffchaff,0.00,60,0.08,
England,EERO,BEDFORDSHIRE,Grey_partridge,0.00,60,0.04,
England,EERO,BEDFORDSHIRE,Meadow_pipit,0.00,60,0.08,
England,EERO,BEDFORDSHIRE,Little_owl,0.00,64,0.04,
England,EERO,BEDFORDSHIRE,Lesser_black_backed_gull,0.00,65,0.04,
England,EERO,BEDFORDSHIRE,Waxwing,0.00,65,0.04,
England,EERO,BEDFORDSHIRE,Great_black_backed_gull,0.00,65,0.04,
England,EERO,BEDFORDSHIRE,Black_redstart,0.00,65,0.04,
England,EERO,BEDFORDSHIRE,Hooded_crow,0.00,69,0.00,
England,EERO,BEDFORDSHIRE,Lapwing,0.00,69,0.00,
England,EERO,BEDFORDSHIRE,Corn_bunting,0.00,69,0.00,
England,EERO,BEDFORDSHIRE,Skylark,0.00,69,0.00,
England,EERO,BEDFORDSHIRE,Raven,0.00,69,0.00,
England,EERO,CAMBRIDGESHIRE,Starling,4.61,1,65.62,
England,EERO,CAMBRIDGESHIRE,House_Sparrow,3.99,2,66.62,
England,EERO,CAMBRIDGESHIRE,Blackbird,3.36,3,96.81,
England,EERO,CAMBRIDGESHIRE,Collared_Dove,2.71,4,79.55,
England,EERO,CAMBRIDGESHIRE,Chaffinch,1.92,5,60.50,
England,EERO,CAMBRIDGESHIRE,Woodpigeon,1.82,6,65.11,
England,EERO,CAMBRIDGESHIRE,Blue_Tit,1.77,7,73.58,
England,EERO,CAMBRIDGESHIRE,Goldfinch,1.42,8,32.43,
England,EERO,CAMBRIDGESHIRE,Robin,1.27,9,82.91,
England,EERO,CAMBRIDGESHIRE,Greenfinch,1.21,10,35.33,
England,EERO,CAMBRIDGESHIRE,Great_Tit,1.16,11,53.97,
England,EERO,CAMBRIDGESHIRE,Long_tailed_tit,1.08,12,25.39,
England,EERO,CAMBRIDGESHIRE,Dunnock,1.05,13,55.59,
England,EERO,CAMBRIDGESHIRE,Magpie,0.50,14,29.64,
England,EERO,CAMBRIDGESHIRE,Jackdaw,0.42,15,14.00,
England,EERO,CAMBRIDGESHIRE,Carrion_crow,0.36,16,15.60,
England,EERO,CAMBRIDGESHIRE,Feral_pigeon,0.35,17,12.11,
England,EERO,CAMBRIDGESHIRE,Wren,0.28,18,25.21,
England,EERO,CAMBRIDGESHIRE,Coal_Tit,0.26,19,15.32,
England,EERO,CAMBRIDGESHIRE,Song_Thrush,0.25,20,21.26,
England,EERO,CAMBRIDGESHIRE,Pheasant,0.18,21,8.04,
England,EERO,CAMBRIDGESHIRE,Rook,0.15,22,3.72,
England,EERO,CAMBRIDGESHIRE,Great_spotted_woodpecker,0.11,23,9.59,
England,EERO,CAMBRIDGESHIRE,Common_gull,0.10,24,2.74,
England,EERO,CAMBRIDGESHIRE,Fieldfare,0.10,25,2.07,
England,EERO,CAMBRIDGESHIRE,Pied_wagtail,0.10,26,7.33,
England,EERO,CAMBRIDGESHIRE,Jay,0.09,27,6.46,
England,EERO,CAMBRIDGESHIRE,Tree_sparrow,0.08,28,2.00,
England,EERO,CAMBRIDGESHIRE,Green_woodpecker,0.07,29,6.93,
England,EERO,CAMBRIDGESHIRE,Mallard,0.05,30,0.99,
England,EERO,CAMBRIDGESHIRE,Moorhen,0.04,31,2.12,
England,EERO,CAMBRIDGESHIRE,Sparrowhawk,0.04,32,3.45,
England,EERO,CAMBRIDGESHIRE,Black_headed_gull,0.04,33,1.28,
England,EERO,CAMBRIDGESHIRE,Redwing,0.03,34,1.09,
England,EERO,CAMBRIDGESHIRE,Reed_bunting,0.03,35,1.56,
England,EERO,CAMBRIDGESHIRE,Bullfinch,0.03,36,1.90,
England,EERO,CAMBRIDGESHIRE,Mistle_thrush,0.03,37,2.22,
England,EERO,CAMBRIDGESHIRE,Blackcap,0.03,38,2.49,
England,EERO,CAMBRIDGESHIRE,Goldcrest,0.03,39,2.32,
England,EERO,CAMBRIDGESHIRE,Yellowhammer,0.02,40,0.91,
England,EERO,CAMBRIDGESHIRE,Stock_dove,0.02,41,0.89,
England,EERO,CAMBRIDGESHIRE,Siskin,0.02,42,0.72,
England,EERO,CAMBRIDGESHIRE,Grey_heron,0.01,43,1.08,
England,EERO,CAMBRIDGESHIRE,Lesser_spotted_woodpecker,0.01,44,0.96,
England,EERO,CAMBRIDGESHIRE,Red_legged_partridge,0.01,45,0.35,
England,EERO,CAMBRIDGESHIRE,Grey_wagtail,0.01,46,0.67,
England,EERO,CAMBRIDGESHIRE,Kestrel,0.01,47,0.76,
England,EERO,CAMBRIDGESHIRE,Herring_gull,0.01,48,0.35,
England,EERO,CAMBRIDGESHIRE,Brambling,0.01,49,0.47,
England,EERO,CAMBRIDGESHIRE,Barn_owl,0.01,50,0.44,
England,EERO,CAMBRIDGESHIRE,Linnet,0.00,51,0.25,
England,EERO,CAMBRIDGESHIRE,Treecreeper,0.00,52,0.30,
England,EERO,CAMBRIDGESHIRE,Willow_tit,0.00,53,0.20,
England,EERO,CAMBRIDGESHIRE,Marsh_tit,0.00,54,0.22,
England,EERO,CAMBRIDGESHIRE,Nuthatch,0.00,55,0.20,
England,EERO,CAMBRIDGESHIRE,Chiffchaff,0.00,56,0.20,
England,EERO,CAMBRIDGESHIRE,Buzzard,0.00,57,0.17,
England,EERO,CAMBRIDGESHIRE,Red_kite,0.00,58,0.12,
England,EERO,CAMBRIDGESHIRE,Redpoll,0.00,59,0.07,
England,EERO,CAMBRIDGESHIRE,Tawny_owl,0.00,60,0.10,
England,EERO,CAMBRIDGESHIRE,Corn_bunting,0.00,61,0.07,
England,EERO,CAMBRIDGESHIRE,Grey_partridge,0.00,62,0.02,
England,EERO,CAMBRIDGESHIRE,Little_owl,0.00,63,0.05,
England,EERO,CAMBRIDGESHIRE,Meadow_pipit,0.00,64,0.05,
England,EERO,CAMBRIDGESHIRE,Great_black_backed_gull,0.00,65,0.02,
England,EERO,CAMBRIDGESHIRE,Ring_necked_parakeet,0.00,66,0.02,
England,EERO,CAMBRIDGESHIRE,Waxwing,0.00,66,0.02,
England,EERO,CAMBRIDGESHIRE,Skylark,0.00,66,0.02,
England,EERO,CAMBRIDGESHIRE,Black_redstart,0.00,66,0.02,
England,EERO,CAMBRIDGESHIRE,Lesser_black_backed_gull,0.00,70,0.00,
England,EERO,CAMBRIDGESHIRE,Hooded_crow,0.00,70,0.00,
England,EERO,CAMBRIDGESHIRE,Lapwing,0.00,70,0.00,
England,EERO,CAMBRIDGESHIRE,Raven,0.00,70,0.00,
England,EERO,ESSEX,Starling,4.46,1,60.96,
England,EERO,ESSEX,House_Sparrow,3.97,2,65.81,
England,EERO,ESSEX,Blackbird,2.83,3,93.80,
England,EERO,ESSEX,Collared_Dove,2.52,4,76.88,
England,EERO,ESSEX,Blue_Tit,2.34,5,80.19,
England,EERO,ESSEX,Woodpigeon,2.21,6,74.18,
England,EERO,ESSEX,Chaffinch,1.56,7,50.21,
England,EERO,ESSEX,Great_Tit,1.29,8,54.60,
England,EERO,ESSEX,Robin,1.28,9,82.89,
England,EERO,ESSEX,Long_tailed_tit,1.14,10,23.45,
England,EERO,ESSEX,Greenfinch,1.02,11,30.91,
England,EERO,ESSEX,Goldfinch,0.98,12,22.04,
England,EERO,ESSEX,Magpie,0.95,13,48.42,
England,EERO,ESSEX,Dunnock,0.91,14,49.44,
England,EERO,ESSEX,Feral_pigeon,0.44,15,13.71,
England,EERO,ESSEX,Carrion_crow,0.34,16,15.13,
England,EERO,ESSEX,Coal_Tit,0.29,17,16.54,
England,EERO,ESSEX,Wren,0.25,18,22.55,
England,EERO,ESSEX,Jay,0.25,19,17.41,
England,EERO,ESSEX,Common_gull,0.23,20,5.06,
England,EERO,ESSEX,Song_Thrush,0.23,21,19.19,
England,EERO,ESSEX,Jackdaw,0.21,22,7.99,
England,EERO,ESSEX,Pheasant,0.18,23,8.32,
England,EERO,ESSEX,Great_spotted_woodpecker,0.13,24,11.53,
England,EERO,ESSEX,Black_headed_gull,0.11,25,2.15,
England,EERO,ESSEX,Rook,0.10,26,2.30,
England,EERO,ESSEX,Green_woodpecker,0.09,27,8.26,
England,EERO,ESSEX,Pied_wagtail,0.08,28,5.94,
England,EERO,ESSEX,Fieldfare,0.06,29,1.46,
England,EERO,ESSEX,Moorhen,0.06,30,2.70,
England,EERO,ESSEX,Mallard,0.05,31,1.02,
England,EERO,ESSEX,Tree_sparrow,0.05,32,1.50,
England,EERO,ESSEX,Bullfinch,0.04,33,2.19,
England,EERO,ESSEX,Sparrowhawk,0.03,34,3.42,
England,EERO,ESSEX,Goldcrest,0.03,35,2.31,
England,EERO,ESSEX,Siskin,0.02,36,0.96,
England,EERO,ESSEX,Blackcap,0.02,36,1.83,
England,EERO,ESSEX,Redwing,0.02,38,0.76,
England,EERO,ESSEX,Mistle_thrush,0.02,39,1.43,
England,EERO,ESSEX,Lesser_spotted_woodpecker,0.02,40,1.52,
England,EERO,ESSEX,Grey_wagtail,0.02,41,1.37,
England,EERO,ESSEX,Red_legged_partridge,0.02,42,0.56,
England,EERO,ESSEX,Grey_heron,0.01,43,1.43,
England,EERO,ESSEX,Herring_gull,0.01,44,0.50,
England,EERO,ESSEX,Stock_dove,0.01,45,0.63,
England,EERO,ESSEX,Nuthatch,0.01,46,0.85,
England,EERO,ESSEX,Yellowhammer,0.01,47,0.48,
England,EERO,ESSEX,Reed_bunting,0.01,48,0.22,
England,EERO,ESSEX,Kestrel,0.01,49,0.59,
England,EERO,ESSEX,Brambling,0.00,50,0.33,
England,EERO,ESSEX,Marsh_tit,0.00,51,0.24,
England,EERO,ESSEX,Linnet,0.00,52,0.20,
England,EERO,ESSEX,Willow_tit,0.00,53,0.20,
England,EERO,ESSEX,Treecreeper,0.00,54,0.20,
England,EERO,ESSEX,Barn_owl,0.00,55,0.20,
England,EERO,ESSEX,Redpoll,0.00,56,0.11,
England,EERO,ESSEX,Chiffchaff,0.00,57,0.19,
England,EERO,ESSEX,Grey_partridge,0.00,58,0.06,
England,EERO,ESSEX,Little_owl,0.00,59,0.15,
England,EERO,ESSEX,Lapwing,0.00,60,0.07,
England,EERO,ESSEX,Buzzard,0.00,61,0.07,
England,EERO,ESSEX,Tawny_owl,0.00,62,0.07,
England,EERO,ESSEX,Black_redstart,0.00,63,0.06,
England,EERO,ESSEX,Waxwing,0.00,64,0.04,
England,EERO,ESSEX,Ring_necked_parakeet,0.00,65,0.04,
England,EERO,ESSEX,Great_black_backed_gull,0.00,65,0.04,
England,EERO,ESSEX,Meadow_pipit,0.00,67,0.04,
England,EERO,ESSEX,Red_kite,0.00,67,0.04,
England,EERO,ESSEX,Skylark,0.00,69,0.02,
England,EERO,ESSEX,Lesser_black_backed_gull,0.00,70,0.00,
England,EERO,ESSEX,Hooded_crow,0.00,70,0.00,
England,EERO,ESSEX,Corn_bunting,0.00,70,0.00,
England,EERO,ESSEX,Raven,0.00,70,0.00,
England,EERO,HERTFORDSHIRE,Blackbird,2.65,1,94.86,
England,EERO,HERTFORDSHIRE,Starling,2.56,2,48.07,
England,EERO,HERTFORDSHIRE,Woodpigeon,2.43,3,79.83,
England,EERO,HERTFORDSHIRE,Blue_Tit,2.35,4,84.05,
England,EERO,HERTFORDSHIRE,House_Sparrow,2.34,5,48.64,
England,EERO,HERTFORDSHIRE,Chaffinch,1.67,6,57.61,
England,EERO,HERTFORDSHIRE,Collared_Dove,1.41,7,57.78,
England,EERO,HERTFORDSHIRE,Robin,1.35,8,86.86,
England,EERO,HERTFORDSHIRE,Great_Tit,1.25,9,56.98,
England,EERO,HERTFORDSHIRE,Dunnock,0.99,10,54.60,
England,EERO,HERTFORDSHIRE,Magpie,0.97,11,52.40,
England,EERO,HERTFORDSHIRE,Greenfinch,0.97,12,31.12,
England,EERO,HERTFORDSHIRE,Goldfinch,0.92,13,23.89,
England,EERO,HERTFORDSHIRE,Long_tailed_tit,0.89,14,22.81,
England,EERO,HERTFORDSHIRE,Feral_pigeon,0.47,15,14.93,
England,EERO,HERTFORDSHIRE,Coal_Tit,0.45,16,27.89,
England,EERO,HERTFORDSHIRE,Carrion_crow,0.43,17,21.77,
England,EERO,HERTFORDSHIRE,Jackdaw,0.41,18,13.64,
England,EERO,HERTFORDSHIRE,Song_Thrush,0.21,19,18.27,
England,EERO,HERTFORDSHIRE,Wren,0.21,20,18.44,
England,EERO,HERTFORDSHIRE,Jay,0.18,21,13.10,
England,EERO,HERTFORDSHIRE,Great_spotted_woodpecker,0.14,22,12.16,
England,EERO,HERTFORDSHIRE,Pheasant,0.10,23,4.27,
England,EERO,HERTFORDSHIRE,Nuthatch,0.10,24,7.17,
England,EERO,HERTFORDSHIRE,Common_gull,0.08,25,2.27,
England,EERO,HERTFORDSHIRE,Bullfinch,0.07,26,3.79,
England,EERO,HERTFORDSHIRE,Pied_wagtail,0.06,27,4.94,
England,EERO,HERTFORDSHIRE,Green_woodpecker,0.06,28,6.08,
England,EERO,HERTFORDSHIRE,Rook,0.06,29,1.66,
England,EERO,HERTFORDSHIRE,Siskin,0.06,30,2.13,
England,EERO,HERTFORDSHIRE,Goldcrest,0.05,31,4.61,
England,EERO,HERTFORDSHIRE,Fieldfare,0.05,32,1.18,
England,EERO,HERTFORDSHIRE,Blackcap,0.05,33,4.22,
England,EERO,HERTFORDSHIRE,Black_headed_gull,0.04,34,1.20,
England,EERO,HERTFORDSHIRE,Tree_sparrow,0.03,35,0.98,
England,EERO,HERTFORDSHIRE,Mallard,0.03,36,0.77,
England,EERO,HERTFORDSHIRE,Redwing,0.03,37,0.95,
England,EERO,HERTFORDSHIRE,Moorhen,0.02,38,1.25,
England,EERO,HERTFORDSHIRE,Sparrowhawk,0.02,39,1.90,
England,EERO,HERTFORDSHIRE,Mistle_thrush,0.02,40,1.29,
England,EERO,HERTFORDSHIRE,Grey_wagtail,0.02,41,1.38,
England,EERO,HERTFORDSHIRE,Lesser_spotted_woodpecker,0.02,42,1.45,
England,EERO,HERTFORDSHIRE,Stock_dove,0.01,43,0.73,
England,EERO,HERTFORDSHIRE,Reed_bunting,0.01,44,0.59,
England,EERO,HERTFORDSHIRE,Grey_heron,0.01,45,1.07,
England,EERO,HERTFORDSHIRE,Brambling,0.01,46,0.70,
England,EERO,HERTFORDSHIRE,Marsh_tit,0.01,47,0.68,
England,EERO,HERTFORDSHIRE,Redpoll,0.01,48,0.27,
England,EERO,HERTFORDSHIRE,Ring_necked_parakeet,0.01,49,0.45,
England,EERO,HERTFORDSHIRE,Herring_gull,0.01,50,0.29,
England,EERO,HERTFORDSHIRE,Treecreeper,0.01,51,0.54,
England,EERO,HERTFORDSHIRE,Yellowhammer,0.01,52,0.29,
England,EERO,HERTFORDSHIRE,Willow_tit,0.01,53,0.41,
England,EERO,HERTFORDSHIRE,Red_legged_partridge,0.01,54,0.18,
England,EERO,HERTFORDSHIRE,Kestrel,0.00,55,0.39,
England,EERO,HERTFORDSHIRE,Red_kite,0.00,55,0.32,
England,EERO,HERTFORDSHIRE,Chiffchaff,0.00,57,0.27,
England,EERO,HERTFORDSHIRE,Buzzard,0.00,58,0.16,
England,EERO,HERTFORDSHIRE,Linnet,0.00,59,0.11,
England,EERO,HERTFORDSHIRE,Waxwing,0.00,60,0.09,
England,EERO,HERTFORDSHIRE,Tawny_owl,0.00,61,0.07,
England,EERO,HERTFORDSHIRE,Little_owl,0.00,62,0.07,
England,EERO,HERTFORDSHIRE,Corn_bunting,0.00,63,0.05,
England,EERO,HERTFORDSHIRE,Raven,0.00,64,0.02,
England,EERO,HERTFORDSHIRE,Grey_partridge,0.00,65,0.02,
England,EERO,HERTFORDSHIRE,Great_black_backed_gull,0.00,66,0.02,
England,EERO,HERTFORDSHIRE,Barn_owl,0.00,67,0.02,
England,EERO,HERTFORDSHIRE,Lesser_black_backed_gull,0.00,68,0.00,
England,EERO,HERTFORDSHIRE,Hooded_crow,0.00,68,0.00,
England,EERO,HERTFORDSHIRE,Meadow_pipit,0.00,68,0.00,
